Age,Income,CreditScore,LoanAmount,LoanDuration,NumOfLatePayments,EmploymentYears,HasMortgage,HasDependents,Region,Class
19,40718.181031176406,434,18748.770467106857,13,0,26,0,1,1,0
29,72550.23596488641,679,18803.288494206616,45,2,13,1,0,1,1
57,56829.64628072775,789,15249.511423041273,16,3,1,1,0,2,1
26,49717.72922161739,424,20602.143689062068,35,1,1,0,0,0,1
29,69011.13425266533,337,7808.5499856909755,17,2,32,0,1,1,0
43,30037.894882323053,609,7146.984648070451,59,1,1,1,0,1,1
26,62998.57285673751,405,15038.852255554804,28,0,33,0,1,0,0
27,46456.120450624796,524,12429.00156962669,11,3,24,0,0,3,1
49,43170.16034048979,541,15042.445666352476,40,2,36,0,1,1,0
74,59166.068812502504,696,17307.516055252818,20,2,26,0,1,2,0
51,43812.371286944464,452,17687.702746808987,43,1,25,1,0,0,1
65,52728.55305031372,835,26500.95272220643,33,1,21,0,0,3,1
37,48501.33714543394,701,26183.849061508143,12,1,6,1,0,0,1
56,54596.7766014377,445,19770.92657959123,11,2,12,0,1,0,1
77,42393.79355693249,490,35881.574956380704,32,3,27,1,0,0,1
19,63901.43539877245,500,16267.35381048032,7,0,27,1,1,1,1
18,19337.316453569754,311,26658.795473471677,11,0,23,0,1,0,1
68,59613.38832731634,351,24045.26043040451,37,2,34,1,0,2,1
77,21631.40386284918,601,18261.566020665563,34,0,32,1,1,3,1
53,38698.27712016436,599,18960.345228304817,39,2,36,1,0,3,1
41,57835.385829364284,820,16470.902261092975,6,1,8,0,0,0,1
71,19794.956434470612,439,26069.1442730799,20,0,2,1,0,1,0
44,52497.211170735805,399,29990.36609500983,15,1,1,0,1,2,0
19,29429.81226698237,784,20292.62473532433,15,0,21,0,0,2,1
48,35463.95228445638,436,5060.888940807685,15,1,20,0,1,2,0
74,34773.89265488002,665,24369.52246675265,42,0,36,1,0,3,1
31,29850.00346582001,833,18567.345794782552,37,1,23,1,0,2,1
19,24055.84396137266,806,11559.39325001446,41,1,13,0,0,0,0
46,81067.8119069922,460,20602.304665995984,30,0,32,0,1,3,0
32,47262.927792447415,474,17216.833189264813,20,0,16,0,0,0,1
29,31438.663299064392,387,11228.373149724399,14,2,20,1,0,2,1
54,41568.140953359485,698,18230.01214232522,21,2,12,0,1,1,1
45,50549.91542587153,779,31288.19069937273,46,3,39,1,0,1,1
37,44319.57796296722,844,21134.199286413274,24,1,10,0,0,2,1
78,30997.37338599516,776,20205.926235631014,51,0,1,0,1,3,1
56,36511.524791291435,582,23573.80128503016,49,2,36,1,1,3,1
41,67785.74614383721,751,21883.582394239555,17,2,27,0,0,1,1
38,28959.305649534057,381,17754.24075941732,40,1,2,0,0,2,1
27,20045.4367164405,512,21560.396149349395,56,1,14,1,1,2,1
63,44180.67779973896,819,20672.96720217385,48,0,23,1,0,0,1
31,21024.25429790749,433,2819.5553708479165,10,1,7,1,0,0,1
54,36353.39893484298,746,24233.670636640985,43,0,5,0,1,2,1
35,31220.942023803484,417,20359.77061246821,11,1,31,0,1,3,1
41,31352.170378015377,542,24331.33272344863,56,2,34,1,0,0,1
31,51042.94676557703,449,19847.365733325496,19,1,12,1,1,3,0
51,53855.854544658025,832,17193.824097425902,53,1,27,1,1,3,1
75,37911.475369116895,678,12370.564233164267,17,1,3,0,1,1,0
29,48584.26776041748,824,21289.40400265878,55,2,30,1,1,0,1
39,37164.19047869468,812,21256.99555692096,27,2,0,0,0,3,1
73,56012.57956254647,416,30798.124461577514,50,0,29,0,0,3,0
23,27835.044649945583,616,16136.157137213711,57,2,7,0,0,2,1
53,52478.6097067808,311,28612.080550699713,46,1,39,1,1,2,1
62,53616.20894263028,389,26357.300966529336,55,1,13,1,0,2,1
53,85039.68754779303,687,13845.53233223142,9,0,27,1,1,3,0
39,23683.353601139486,382,8933.949463761099,48,2,33,1,1,3,1
31,89836.40673368998,695,28117.40094043593,23,3,38,0,1,3,1
33,61350.26915882986,844,23673.90553014556,58,2,3,1,1,1,1
78,77409.72059211002,399,26564.992733614105,36,4,23,1,1,0,0
53,63578.97708878384,756,21189.941261416734,40,0,26,1,1,0,0
73,35846.896864575065,627,11819.952981317641,9,3,10,1,0,0,1
42,59867.60009733515,373,21441.171263361088,14,0,22,1,1,2,1
49,40015.20890817518,395,25211.026413628177,50,1,31,1,0,1,1
50,48677.829864620835,391,2190.7086937847344,20,0,3,1,0,2,1
62,32379.723590681508,629,23837.908400549637,47,1,18,0,1,3,1
53,39819.535082935596,474,26628.292010014633,26,0,6,1,1,0,1
37,63454.64807458402,614,27454.217167371673,37,1,32,1,0,1,1
35,56569.34760273435,796,23657.011072655107,14,1,13,1,1,0,1
55,65363.45350890827,568,16632.897864464758,53,0,12,1,1,2,0
20,29032.8199627305,727,19479.24779111891,37,0,5,0,1,3,0
40,21943.38665855966,334,8180.5275697441775,21,1,18,0,1,2,0
49,66525.73568253669,418,28404.61243350907,50,0,8,0,1,1,1
62,65415.09304531924,670,26333.47116499154,10,1,34,0,1,1,0
76,53173.06167937567,750,17326.201122768274,47,2,25,0,1,1,0
33,56288.38473126537,608,24772.865280654263,36,1,3,0,1,3,1
76,62975.57217696294,656,24967.652401013198,30,2,27,0,0,0,1
22,52722.86138882222,675,11221.036925783887,6,1,26,1,0,0,1
21,58050.008721536076,404,36283.298283891214,8,1,6,0,0,1,0
38,62222.34080372159,689,13285.018531207383,26,0,8,1,0,2,0
57,48597.282554728146,475,3038.6627465270394,33,1,33,1,0,2,0
68,44816.07664894321,405,23218.32303749409,8,1,7,1,0,1,1
31,55730.79553639308,462,22695.667733422222,47,1,9,0,1,2,1
56,83969.21046136747,566,16840.678655097377,37,3,0,1,0,2,1
48,37284.74536622847,578,21680.14461660765,37,0,7,1,1,3,1
31,43538.8976186922,602,13723.126603639466,54,1,38,0,0,2,0
23,23653.839404231698,426,6343.173156035989,35,1,38,1,0,1,1
29,56522.050953844715,545,27802.502119218887,55,1,16,0,0,0,1
33,42050.99312383749,533,22442.29451785978,18,2,17,1,0,3,1
34,28995.014828231608,738,17028.273200943313,39,0,33,0,0,0,1
62,49046.14272149668,436,33961.85724720883,53,1,34,1,0,3,1
40,72419.47347575409,448,17640.169133827923,9,0,2,0,1,3,0
31,44719.610281035784,355,24740.22200708656,59,0,11,0,0,3,1
78,46092.289490864365,655,12163.689813572026,23,0,3,0,1,0,0
24,71835.60392354439,556,2347.7462320841623,37,1,35,1,1,1,1
63,49924.87693156889,362,24915.878423354276,19,2,8,0,0,2,1
49,31885.39544892885,362,24675.44228006988,37,2,34,1,1,0,0
32,60334.98784043856,328,35316.776142190065,11,0,2,0,1,2,1
61,66868.89942084739,599,11003.406262756673,48,0,24,0,1,3,0
34,46994.37224353529,514,6580.573559041317,22,1,25,1,0,3,1
58,51957.39529573053,440,15087.872380579873,13,2,36,0,1,3,1
71,30332.18249724721,806,24431.4592033394,40,2,26,1,0,2,1
64,36941.19009744623,798,2483.29283593961,29,0,27,1,0,3,1
61,45004.40590629309,801,20637.729566535592,8,2,18,0,0,1,0
51,51153.95907808077,490,16301.896545887012,22,1,23,1,0,1,1
22,40703.784061086124,348,16806.14674799891,41,0,36,0,1,3,0
62,44438.3110293737,662,12982.401518246232,56,3,39,1,0,1,1
44,48142.74360224892,795,28881.75929486505,45,0,37,1,0,1,0
69,35029.61590512562,576,7244.52635002914,22,0,24,1,0,0,1
40,45967.98653813878,346,27586.483107212334,35,0,33,1,0,2,0
57,67339.09949316,515,23870.617677559374,30,0,14,1,1,3,0
76,41059.66405251219,529,16174.40922422873,27,1,15,1,0,0,0
31,36486.035827259475,622,32328.765841072127,42,1,3,1,0,2,0
32,81276.86691915548,720,4896.638807173746,16,0,25,0,1,3,0
60,53384.037375788714,524,27991.399860737372,17,0,38,1,1,0,0
50,38407.4251683623,586,11194.14298053792,26,2,25,0,1,2,0
70,59652.508048957825,345,16336.278753392991,20,1,27,0,0,3,0
48,53841.60867606076,313,22492.417839898928,17,2,36,0,1,1,1
52,41447.204972778585,674,28370.984470154446,27,0,37,1,1,1,0
34,49265.72275537787,632,12353.59567485579,44,1,35,1,1,2,1
45,45628.40988579437,465,24563.85733861118,40,2,9,1,0,0,1
36,64851.24745990534,806,16489.38854176867,47,1,32,0,1,2,0
63,60220.13638482134,416,13165.903433333024,21,1,7,1,0,3,0
71,17855.831574602715,738,6843.516147431914,38,0,37,1,1,1,0
79,78543.63449298445,603,16962.274981651848,58,1,35,1,0,1,0
40,45675.24695389772,756,9759.33979025012,48,2,20,0,0,1,0
49,75835.4477907774,570,10221.135046640988,54,0,19,0,1,3,1
57,60740.767028945964,515,16104.178287428527,19,3,33,0,0,0,1
30,53723.44902616152,412,18098.03808738309,23,0,37,0,1,3,1
76,48587.56109599723,315,15612.002644856879,49,3,27,1,0,2,1
37,91381.65871716563,515,20554.929003988622,21,0,31,1,0,0,0
52,45925.25671389762,726,33480.763958263706,45,1,11,0,1,1,1
22,39930.03344803027,434,14634.19672348199,8,1,8,0,0,1,0
26,41280.36459323979,342,12851.74784756911,48,1,14,0,0,0,0
46,50015.88751942733,583,12512.233750908215,31,0,12,1,0,2,0
23,49989.70629838276,397,-2293.7986047799604,20,0,1,0,0,0,0
42,65060.35958504658,359,14922.026499807102,41,2,19,1,0,3,1
48,61373.73551317945,529,34251.09945014341,32,0,13,1,1,3,1
39,61392.360296810104,684,20559.655805985356,53,0,14,1,1,1,1
19,46576.43010272553,458,16765.38889536726,59,0,28,0,0,2,1
62,60147.83162016868,770,24205.032009038772,22,0,20,1,1,3,1
22,61719.449640225685,507,16561.44236167596,19,1,9,1,1,2,1
77,48810.108222722665,473,29907.694936077794,7,1,37,0,1,2,1
44,54188.00223084137,380,18999.984231588634,32,2,20,0,0,1,1
42,61700.47089237569,317,31189.930111673624,59,2,34,0,0,1,1
25,53167.479515135485,590,22100.89878206535,52,0,16,0,1,3,0
72,54598.674127227016,659,24235.707370268025,29,1,3,1,0,1,1
18,71106.42860622169,578,18781.337690759327,45,3,13,0,0,3,1
37,53285.202852127455,696,27753.58422359527,50,0,39,0,1,1,1
61,40884.018749818955,441,33572.854165753786,40,1,31,0,0,0,1
40,29814.799831466826,816,24294.343705598538,9,0,17,0,1,3,0
49,51697.2643094986,550,18549.738379978895,31,0,33,1,1,2,0
28,45027.99310027634,839,27798.53754015125,41,2,31,0,0,3,1
56,62124.70896495381,536,16232.250046964717,9,3,13,1,1,0,1
64,73665.47148038965,431,31335.666095630208,39,0,35,1,1,1,1
71,34554.423150331604,605,15940.138233445017,18,0,33,1,1,1,1
41,36712.29134967964,657,19419.031587688194,59,2,5,0,0,2,1
28,49637.613356295624,584,26957.487640921,45,2,39,0,0,3,1
46,38001.02192611686,592,3649.2852764137006,46,2,34,0,0,3,1
71,46669.611035902104,462,22518.782971780318,6,1,14,0,1,3,1
43,41957.40171649002,718,21274.01266648056,6,0,19,0,0,3,1
33,34883.333145955374,767,16279.388142064283,14,3,27,1,0,2,1
52,62388.28072513952,806,17405.978792579474,16,0,36,0,0,1,0
37,51129.2306696451,777,13239.357852259574,21,1,37,0,0,1,0
63,77455.53094063418,661,12305.78505795628,34,0,20,1,1,2,0
20,55385.099614315885,611,16681.837016359477,41,0,23,0,1,1,0
18,69327.98508572733,544,12033.082792772673,20,1,9,0,0,3,1
75,39068.0507834429,776,24081.63661070761,44,2,35,0,0,0,1
70,38881.89297196875,735,14245.946348662472,7,1,8,1,0,0,0
64,83313.05910459334,549,26387.828474802376,15,0,21,1,1,2,1
18,40866.26105606444,321,12428.368394472216,54,1,36,1,1,0,1
34,35762.75673761195,776,9693.714122035903,16,2,15,0,0,1,1
19,32431.307854440216,810,18247.012205304123,35,0,23,1,0,3,1
46,78736.25847044821,635,10739.852915985957,28,1,3,1,1,2,0
37,45879.54440503089,641,18903.993573332747,27,0,22,0,1,3,1
23,56050.88120150837,637,13689.055272931633,56,0,21,1,1,1,1
25,52270.9582923506,779,9910.962932699447,47,2,1,0,0,1,1
46,39148.856775158936,341,10013.683520082594,41,0,27,0,0,2,1
65,45555.4550374384,373,29389.998903527194,34,0,18,0,0,1,1
68,62685.25806042239,321,25608.188714728087,50,1,19,1,1,0,1
50,31612.134223128043,519,9517.269785095592,37,2,27,0,0,3,1
20,60112.52360887125,378,13657.05112297883,38,1,23,1,1,3,1
77,71510.56496782375,534,31889.816566079797,44,0,26,0,0,1,0
52,54385.630099819995,456,19766.493811620836,14,0,1,1,1,0,1
22,70001.00351499087,626,17254.183806885045,6,0,6,0,0,3,1
44,29428.799566686026,413,20859.246556044593,23,1,0,1,1,1,1
61,22549.36320974477,574,22108.798884679836,55,0,10,1,1,2,0
29,53639.6651008628,680,19913.79305560546,53,0,30,1,0,1,1
37,41204.82433611128,319,13578.974524436944,27,1,29,0,0,2,1
62,63181.47442489931,508,4092.088338618567,53,2,12,0,0,2,1
37,45343.340291845074,459,19839.564600032598,42,0,23,1,0,1,1
26,52207.885624377785,337,5204.818425191923,19,1,17,0,1,0,0
56,51214.75742111746,417,16088.784699765849,27,2,12,1,1,1,1
21,51693.25992350815,689,14757.781759778647,38,1,16,1,1,3,0
68,41860.31768280785,676,14200.053328790838,11,1,29,1,1,0,1
71,29530.278025446707,675,23395.11877265242,32,1,18,1,1,1,1
36,46712.126829217654,341,18293.524955879275,11,2,11,0,0,0,1
55,71750.62557547481,769,23786.738412496736,49,0,25,0,0,2,0
44,40867.57561307014,757,5625.4703675402525,55,0,17,1,1,0,1
62,40784.80101911113,429,26052.952686272496,59,1,11,1,0,2,0
60,52364.71140302735,327,27359.66954272137,46,1,1,0,1,2,1
30,32343.46237036828,625,19599.589651700848,21,2,19,0,0,3,1
30,65052.32250536489,808,35486.67489011292,52,1,5,1,1,1,0
77,33773.96819318293,624,25401.454960066043,7,0,0,1,0,3,0
74,45660.541773539764,459,19727.010440903057,42,3,25,0,1,3,1
39,88083.62560440102,815,31455.70094855709,34,2,6,0,0,2,1
45,32861.53644416385,553,20673.084599181784,28,0,31,0,1,3,0
69,72085.56076291052,547,12612.338645238477,26,1,32,0,1,2,1
64,51818.72250787202,652,26489.03686465826,18,3,9,1,0,1,1
70,53934.77206223589,697,32107.21240681965,56,0,14,0,0,0,1
62,37859.581516239996,502,7726.206418703743,6,0,30,1,0,1,1
39,61981.25916852156,601,16293.814167229935,34,0,23,1,1,0,0
60,44511.127806273,447,15925.460218493665,53,0,28,0,1,3,0
36,32783.222789789,520,9796.623605189683,12,1,17,0,0,3,0
25,71834.90604714332,562,17742.78959903587,36,1,6,1,0,0,1
69,44212.26660906643,595,13740.401781423392,50,0,33,0,1,3,0
25,22109.24829266469,614,23367.71153991599,27,1,13,0,0,1,1
59,45969.39648126048,591,23951.732403326878,21,2,19,0,0,2,1
43,62121.04268990163,330,21110.906304926804,33,1,28,1,0,0,1
65,59725.42706999994,343,21688.216419463268,49,1,36,1,1,2,1
68,40386.81295427939,433,32037.788406682674,44,1,30,1,0,0,1
43,35337.783053221596,648,36120.39730622608,30,1,18,0,1,1,1
40,29507.341861865872,518,24869.604196758744,19,2,22,1,1,3,1
60,49658.55242482561,749,15950.755503273105,55,1,6,1,0,3,1
30,52264.936119089005,803,22236.395742795317,26,1,5,1,1,0,0
45,60634.41021105546,385,20246.952797455117,24,0,34,1,1,3,1
26,47764.4865417871,550,25460.557650210114,18,0,28,1,0,2,0
37,47319.98351517774,564,12920.297203303307,7,2,12,1,1,2,0
73,45822.60397611409,822,25963.596566383978,56,0,38,0,1,2,1
36,52290.525491280714,379,20656.479215692863,41,1,24,1,1,3,1
65,47995.033165401845,760,19322.783286876587,19,1,33,1,1,1,1
56,64086.30883273993,551,19640.29392679765,39,0,18,0,0,1,1
68,54662.674576572856,317,30782.277846579276,23,2,3,1,1,2,1
29,51620.02907343964,555,41883.634189367665,29,1,23,1,1,1,1
32,49374.01317051731,544,20945.494471820766,35,1,32,0,1,3,1
48,35872.63184444897,452,14147.944526168394,56,1,1,1,0,1,1
72,49990.211868544706,799,19906.853147666166,24,2,1,1,1,3,1
31,40302.07670271214,757,22471.37695202986,41,1,13,0,1,1,0
28,55198.26540638472,841,21292.50879130956,26,0,10,0,1,3,1
43,46867.11425671061,414,21357.589909247446,24,0,33,0,1,3,1
59,74964.71932136467,746,18584.616634729664,59,0,37,1,0,1,0
44,31070.739616587096,652,30784.870101407418,31,2,27,0,0,3,1
28,3492.225269369461,840,17841.601752810082,40,2,38,0,0,1,1
55,54014.94556886643,621,26438.49184212012,45,0,21,0,1,3,0
51,40351.30115460457,758,7917.662857818825,9,0,32,1,1,1,1
60,52415.90909619352,525,15468.99843417205,26,3,37,1,0,1,1
36,31465.43264768971,660,22344.14515398096,8,1,30,1,1,1,0
23,78634.39611898117,830,19749.853921870967,10,2,13,1,0,1,1
63,44202.33196130517,411,29734.970585485367,48,1,37,0,1,0,1
69,39380.81643809637,511,22153.429595141573,34,1,8,0,1,2,1
55,78357.38242515468,532,30596.74736742769,24,0,23,1,1,1,1
66,62605.14725600614,458,23895.03049055168,56,1,28,0,0,0,1
59,70842.6596617987,623,13467.328053231622,22,1,4,0,0,3,1
45,47417.348583811094,392,18460.363056301598,39,1,38,1,1,0,1
18,50703.647122472845,547,18960.613061962245,25,4,26,1,1,0,1
52,41049.10556751083,440,30219.60561223778,33,0,7,1,1,0,1
57,39297.91371557985,703,18020.63388334681,14,0,28,0,0,0,0
25,55973.578685884975,703,18908.025939219435,8,1,11,0,1,2,1
76,44473.21467241428,713,16806.53340926842,15,3,7,0,1,0,1
69,83312.2868055431,739,20978.011629684777,26,2,20,1,1,2,0
71,62637.88036745286,532,25218.0258928807,46,0,8,0,1,3,1
64,78248.92350300113,492,25610.061223495904,57,2,13,1,1,3,1
73,16569.797233619698,398,17493.83568170588,9,0,0,0,1,0,1
24,78431.31510180795,412,3988.014314424867,27,1,30,0,0,3,0
28,14225.804284647587,835,22206.41266193767,12,1,15,1,0,2,1
56,31086.332964847763,580,20813.219082362608,17,2,38,1,1,2,1
78,23710.294758010674,822,21221.746959876466,16,0,26,1,0,0,1
21,53645.73710520277,649,20049.56806486686,27,0,10,0,1,1,0
42,49727.044287025856,615,22442.630535074964,34,0,1,0,1,2,0
29,61923.78791394102,799,3874.2714206625624,32,2,30,1,0,3,1
43,48673.035775487224,836,21167.520557062577,52,1,23,1,1,1,1
55,68376.50438701906,735,12048.544922485373,25,3,38,0,0,1,1
63,36009.60119703694,822,29477.579067347484,19,1,2,0,1,0,0
29,68722.44216902589,743,20986.66437404108,12,1,3,1,0,3,1
60,49538.889899588314,507,14206.37004249426,20,1,29,0,0,1,1
68,85337.90300972125,575,10543.291583290806,51,1,2,1,1,2,1
70,63078.6051494257,796,13150.428428950407,33,0,3,0,0,0,1
54,45445.07495717636,596,14860.479826924326,48,1,12,1,1,1,1
63,49488.90562296083,673,20320.496153572807,15,0,13,0,1,1,0
70,34863.26173376559,483,10452.15071170723,56,2,9,0,1,0,1
41,55390.40244532654,331,21935.644490803134,8,0,13,0,0,3,1
33,45437.057294282065,582,28023.19713252977,17,1,16,0,0,0,1
74,60862.5243253854,731,28827.50535827181,18,1,21,0,0,0,0
30,29930.01263629359,818,16926.81361740417,44,1,36,0,0,1,1
42,45054.90806541441,761,19776.178233526567,49,0,20,0,1,3,1
78,32607.182809780035,667,14706.084936688367,59,1,24,0,1,3,0
71,33539.87864264272,551,10348.392351985935,39,3,2,0,1,0,1
71,59090.75250898585,465,15693.178278407187,6,3,18,0,1,3,1
74,66867.59507250926,828,5558.413518956282,43,0,31,0,0,0,0
69,15011.819881206866,670,4196.347492620867,30,2,14,1,1,0,1
71,77928.11797142611,402,22420.002876724666,24,1,23,0,1,2,1
21,71061.30715572956,425,22023.933406571334,30,0,8,1,0,2,1
28,29799.86415894989,337,29757.702017195443,11,2,9,0,0,0,1
49,62402.652912392674,647,31481.345130882302,50,2,31,1,1,2,1
66,43097.21012263137,512,21456.61300027927,9,1,39,0,1,1,1
24,48528.491496044015,618,12455.491149791393,31,1,6,0,0,0,1
63,59030.81836451868,725,12428.198852811585,31,1,26,0,0,1,1
75,57199.937782085326,546,11678.61008782556,31,0,14,0,1,0,1
28,41405.057130994275,585,22014.710755743734,19,0,20,0,1,1,0
45,41341.515398499316,530,13991.146201405616,37,4,9,1,0,2,0
71,42226.602438392554,619,8759.938013241,53,0,22,1,0,0,1
58,67142.41367624693,811,23367.605774093696,33,0,4,1,0,0,1
40,22072.757428047567,820,26881.53278772266,7,1,5,0,0,2,1
62,47571.28919142424,524,14026.878770863974,46,0,21,0,0,1,1
40,73588.20357291582,805,19723.96044259316,50,0,27,0,0,0,1
67,60555.55326362211,406,31692.99793786501,26,0,18,0,0,2,1
45,65764.4608274955,630,27466.417028919364,51,0,13,1,0,2,1
60,47779.12081641767,304,12619.317888664844,19,0,6,1,0,3,1
64,32546.5523041093,767,32432.67805422027,42,1,14,0,1,2,1
74,50835.31335605847,815,25746.82179526656,7,3,31,1,0,2,1
43,39665.96691248632,462,33001.032683051475,10,2,21,0,1,1,0
42,83460.29769092862,830,18557.923271811913,43,2,20,1,0,0,1
71,47627.34761588933,381,13164.678124579397,7,3,18,0,0,0,1
46,59561.88489657466,780,19684.60762692188,6,0,12,1,0,2,1
36,75535.88052721911,815,8713.004957418838,53,3,21,0,0,2,1
50,33548.76226000184,486,26624.031045571097,27,0,9,1,0,3,1
53,15804.052922959265,445,15576.95959109618,46,2,23,0,0,2,1
31,57350.20624119664,451,23122.721961027426,30,1,7,1,1,0,1
31,60174.910936754415,662,37305.683091380335,51,0,7,1,0,0,1
52,43788.54798489241,392,16098.121468948699,35,1,38,1,1,3,0
47,32656.2015328531,330,19997.402431378887,14,1,18,1,1,0,1
45,54647.286583563924,839,16262.919837731548,42,1,17,0,1,3,1
34,49643.80006584342,348,18835.93986645318,52,0,32,0,1,2,1
20,54833.02146248438,557,18124.238981051865,15,1,36,1,1,1,1
33,33005.6620516791,817,27997.74926470735,20,0,28,1,1,3,0
63,54871.933797568985,840,27111.56209708949,54,0,31,1,1,0,0
47,62293.030472186845,709,18181.640122727687,8,3,7,1,1,3,1
69,27411.678665226176,455,20960.636424002434,13,3,31,1,0,1,1
46,71906.24912996835,845,17323.286461693373,30,1,11,0,0,3,0
62,53817.391613265325,739,31322.44849282017,41,1,21,1,1,3,1
32,62764.16728872595,536,-424.53946470123265,48,0,19,0,0,3,1
63,30816.040569011875,667,13720.664597464092,56,0,25,1,0,0,1
73,60238.77482566231,356,23405.60109743266,51,2,16,1,1,2,1
42,25330.373469430335,474,26755.977880665963,55,3,33,1,0,2,1
68,35776.30060002374,513,30152.225333914546,26,0,30,0,1,0,1
55,53950.511427540674,326,20000.784806610096,39,1,17,0,0,2,0
59,45860.74751911452,418,15279.921085193822,32,1,2,0,0,2,1
76,50412.45753158342,446,19782.2230772014,14,0,17,1,1,0,1
64,78910.8026505668,564,27747.760247433333,15,2,19,1,1,1,1
70,50177.21475983891,702,15083.31367083282,32,1,20,1,0,1,1
71,60645.5257831638,557,19510.669732941984,30,2,34,1,0,2,0
69,48998.511068061634,488,17602.166775463607,18,0,29,0,0,2,1
75,48554.22945248466,798,29975.802520140467,56,1,35,0,0,3,0
55,35325.98259905986,538,10705.44507850036,9,1,3,0,1,1,1
40,55521.83338209452,626,-194.13820875200327,21,0,14,0,1,0,0
42,88032.1912802891,369,19013.313439900878,17,1,6,0,1,0,0
59,51317.94460014842,324,24962.01142554428,30,2,31,0,0,1,1
24,45994.87998178314,455,15914.677953572738,53,0,32,0,1,2,0
39,67102.1084007846,518,5312.72577535948,54,1,12,1,0,0,1
34,65342.041249422946,678,25195.43247534753,21,1,16,1,1,3,1
35,56585.86095693138,493,16443.32582691361,44,0,39,0,1,1,1
66,45374.467790761315,339,21802.69981738168,7,0,37,1,1,1,0
58,67166.41189466185,642,17643.77463886073,14,0,5,1,1,2,1
27,51813.95002117929,802,2315.281843358007,49,1,3,0,0,3,0
27,63706.40603236841,749,22596.922107896073,18,1,14,1,0,1,1
74,37710.53840275189,635,24552.443366800653,19,5,7,0,0,1,1
24,41199.351377768195,303,18441.063536834678,17,2,33,1,1,2,0
65,51453.200117728295,816,10980.248359889729,40,2,29,0,1,0,1
78,31471.891017222813,796,34712.72355774289,27,2,22,0,0,1,1
67,44451.48431797964,525,23123.55297293518,26,0,8,0,0,2,1
55,30806.915730317323,449,9068.229910484397,53,0,23,0,1,2,0
44,26828.709273255976,537,38400.461197462835,55,2,7,1,0,3,1
69,86539.89014699598,402,15106.41364330126,8,4,5,0,1,3,1
50,40865.37858220975,474,30656.512080577842,27,2,24,0,0,0,1
18,42184.50607118268,760,25240.718708614502,14,4,12,1,1,1,1
61,51203.28648498713,333,22840.534487903387,52,1,33,1,1,3,1
70,34073.93701377505,817,31123.022479744493,45,0,24,1,0,1,0
77,42474.978906714045,739,5415.393272972804,47,0,17,1,0,1,1
51,77516.13752752171,584,24583.070011369688,58,0,8,0,0,1,1
21,55371.49374336871,524,17298.155839321473,59,3,32,1,0,1,1
34,64791.226136481986,556,39254.77384831954,8,0,5,1,1,0,1
21,73603.89550002423,358,4564.17862506585,36,0,13,0,0,1,1
60,53159.742295459066,545,22497.461198023328,42,2,5,1,1,2,1
71,46681.3174017287,818,23062.76125808808,11,0,17,0,1,1,1
43,28492.18313542554,513,15204.119618614572,19,2,38,1,0,0,1
21,44256.598298380304,515,17927.882947949664,24,0,25,0,1,0,0
18,47562.53353496527,702,16297.853957675858,23,1,35,1,1,1,1
24,37890.8298551131,582,12225.307178036728,12,2,35,0,1,3,1
47,73178.38114057061,514,12550.121174919992,41,1,10,1,0,3,1
67,66534.41844230767,681,18715.953550008286,34,0,17,1,0,1,0
26,64783.13261114548,344,25401.90742976318,8,1,14,0,1,3,1
78,48256.96039611833,471,14755.422172494944,18,1,29,1,0,2,1
52,34504.52224018705,520,1292.8635884653086,41,0,24,1,0,2,1
25,69920.0227132565,684,19246.03452559691,46,0,15,0,1,1,1
78,55030.41927011574,394,22269.886006834608,30,4,11,1,1,3,1
41,61596.23558531413,343,18050.60138263475,33,2,13,0,0,0,1
36,59288.71001874532,527,20341.207413630364,43,1,12,1,0,2,1
53,54659.40881535748,616,27374.548653157122,16,0,38,1,1,1,0
67,79994.23724762314,634,19454.025761206805,46,0,29,1,1,0,1
69,40139.09491504928,766,26532.18875636741,14,1,35,0,1,0,1
76,45366.0567223822,596,22482.354524992417,27,0,15,1,0,2,1
60,74617.37902632983,844,12479.002006499264,26,1,0,1,0,3,1
44,51230.951232611085,788,28929.02958712932,24,3,28,1,0,0,0
49,48110.998497807246,514,9217.493477157614,38,1,26,0,0,1,1
31,46204.892978018346,823,3272.1062533861586,9,0,12,1,1,1,1
74,60189.53919415639,301,20799.00472718141,38,2,16,0,1,3,1
35,46560.72760867868,506,24793.314726942608,50,1,27,1,1,3,0
45,44876.70001975555,640,24243.170820908486,21,3,19,0,0,3,1
77,59942.23424600052,706,10339.216522830347,49,0,4,0,1,3,1
46,51398.857495820565,605,21167.807261360405,6,0,23,1,0,1,0
33,34858.29514618279,806,6710.662820567866,20,3,8,1,0,1,0
52,50480.24626452857,768,22793.629987968427,27,2,32,0,1,0,1
64,70917.97252944164,794,20710.540739497246,37,0,33,0,0,0,0
76,61479.59218867436,560,24347.135045378127,42,1,26,0,0,1,0
76,72769.69507135442,663,26311.628574238457,28,1,36,1,0,3,1
48,39030.50106286183,813,24262.044130673483,38,2,32,1,0,0,0
21,66053.44662120547,840,9349.74835461877,54,1,37,0,1,1,1
54,40272.24701053791,754,15924.01833376238,45,0,28,0,0,1,1
34,31514.106184085853,443,10887.293023956434,27,0,37,0,0,2,0
56,37954.04424892334,491,-325.28651700678165,45,3,34,0,1,1,1
65,51971.15395091695,652,25950.565450736125,59,0,19,0,0,0,0
